Against	Beneficiary	TotalCount	TotalYards
San Francisco	Arizona	6	40
Arizona	San Francisco	6	61
Philadelphia	Houston	11	85
Houston	Philadelphia	4	25
Buffalo	Minnesota	6	54
Minnesota	Buffalo	4	20
Cleveland	Miami	4	45
Miami	Cleveland	4	37
Jacksonville	Tennessee	4	31
Tennessee	Jacksonville	4	30
Denver	Kansas City	4	35
Kansas City	Denver	8	60
Washington	N.Y. Giants	5	35
N.Y. Giants	Washington	5	35
Detroit	Chicago	6	42
Chicago	Detroit	4	25
San Francisco	Green Bay	6	32
Green Bay	San Francisco	5	40
Atlanta	Tampa Bay	6	55
Tampa Bay	Atlanta	9	102
New Orleans	Cincinnati	11	100
Cincinnati	New Orleans	7	43
Oakland	San Diego	13	105
San Diego	Oakland	3	19
Dallas	Indianapolis	5	35
Indianapolis	Dallas	3	28
Arizona	St. Louis	6	54
St. Louis	Arizona	2	15
Carolina	Seattle	8	53
Seattle	Carolina	4	20
Baltimore	Pittsburgh	9	53
Pittsburgh	Baltimore	9	61
N.Y. Jets	New England	4	56
New England	N.Y. Jets	1	10
Indianapolis	Tennessee	7	60
Tennessee	Indianapolis	5	29
Chicago	New England	4	30
New England	Chicago	4	43
Buffalo	Cleveland	6	44
Cleveland	Buffalo	2	10
Pittsburgh	Cincinnati	9	89
Cincinnati	Pittsburgh	4	25
Oakland	Jacksonville	4	25
Jacksonville	Oakland	6	52
Washington	Tampa Bay	4	25
Tampa Bay	Washington	2	14
Detroit	Green Bay	6	35
Green Bay	Detroit	3	20
Carolina	Atlanta	6	50
Atlanta	Carolina	1	10
New Orleans	St. Louis	5	55
St. Louis	New Orleans	4	39
Seattle	San Francisco	8	75
San Francisco	Seattle	2	15
N.Y. Jets	Miami	6	50
Miami	N.Y. Jets	5	36
Denver	Arizona	8	66
Arizona	Denver	7	62
San Diego	Kansas City	6	47
Kansas City	San Diego	2	15
Philadelphia	Dallas	6	59
Dallas	Philadelphia	5	40
Baltimore	Houston	3	15
Houston	Baltimore	8	51
Minnesota	N.Y. Giants	10	71
N.Y. Giants	Minnesota	7	55
San Francisco	San Diego	5	60
San Diego	San Francisco	4	35
St. Louis	Kansas City	9	60
Kansas City	St. Louis	5	40
Buffalo	Miami	5	44
Miami	Buffalo	4	35
Cincinnati	Cleveland	6	55
Cleveland	Cincinnati	3	25
Indianapolis	Jacksonville	6	68
Jacksonville	Indianapolis	6	55
Houston	Tennessee	9	66
Tennessee	Houston	12	76
Dallas	Washington	9	70
Washington	Dallas	3	25
N.Y. Giants	Philadelphia	4	35
Philadelphia	N.Y. Giants	5	30
Carolina	Arizona	6	58
Arizona	Carolina	4	39
Tampa Bay	Detroit	9	65
Detroit	Tampa Bay	7	57
Baltimore	New Orleans	10	68
New Orleans	Baltimore	5	68
Seattle	Atlanta	10	76
Atlanta	Seattle	4	35
N.Y. Jets	Pittsburgh	3	19
Pittsburgh	N.Y. Jets	3	35
Oakland	Denver	9	84
Denver	Oakland	10	93
New England	Green Bay	7	52
Green Bay	New England	2	15
Chicago	Minnesota	5	72
Minnesota	Chicago	6	55
Carolina	Pittsburgh	6	62
Pittsburgh	Carolina	4	40
Dallas	Arizona	7	49
Arizona	Dallas	6	43
Chicago	N.Y. Jets	6	31
N.Y. Jets	Chicago	3	34
Buffalo	New England	6	40
New England	Buffalo	6	40
Baltimore	Cleveland	1	5
Cleveland	Baltimore	2	20
Tennessee	Kansas City	9	74
Kansas City	Tennessee	7	84
Tampa Bay	Seattle	3	22
Seattle	Tampa Bay	1	10
San Francisco	St. Louis	8	87
St. Louis	San Francisco	5	41
Miami	Detroit	8	63
Detroit	Miami	6	53
Jacksonville	Washington	7	66
Washington	Jacksonville	5	40
Houston	Denver	3	24
Denver	Houston	4	27
Oakland	Indianapolis	10	116
Indianapolis	Oakland	4	42
N.Y. Giants	Green Bay	5	45
Green Bay	N.Y. Giants	3	31
San Diego	Cincinnati	1	5
Cincinnati	San Diego	6	57
New Orleans	Atlanta	8	92
Atlanta	New Orleans	1	10
Philadelphia	Minnesota	12	62
Minnesota	Philadelphia	5	74
Miami	New England	5	40
New England	Miami	5	72
N.Y. Jets	Buffalo	3	25
Buffalo	N.Y. Jets	3	15
Baltimore	Cincinnati	7	45
Cincinnati	Baltimore	4	49
Cleveland	Pittsburgh	6	46
Pittsburgh	Cleveland	3	25
Houston	Jacksonville	5	48
Jacksonville	Houston	2	15
Indianapolis	Tennessee	5	25
Tennessee	Indianapolis	7	58
Oakland	Kansas City	10	77
Kansas City	Oakland	5	39
Philadelphia	Dallas	4	40
Dallas	Philadelphia	6	45
N.Y. Giants	Washington	2	24
Washington	N.Y. Giants	4	25
Detroit	Minnesota	5	33
Minnesota	Detroit	3	25
Chicago	Green Bay	6	46
Green Bay	Chicago	4	30
Carolina	Atlanta	10	97
Atlanta	Carolina	4	20
Tampa Bay	New Orleans	7	54
New Orleans	Tampa Bay	5	45
Denver	San Diego	5	45
San Diego	Denver	3	32
Arizona	San Francisco	8	43
San Francisco	Arizona	5	25
Seattle	St. Louis	7	70
St. Louis	Seattle	6	46
N.Y. Jets	Indianapolis	3	15
Indianapolis	N.Y. Jets	2	10
Seattle	New Orleans	6	39
New Orleans	Seattle	7	39
Kansas City	Baltimore	5	40
Baltimore	Kansas City	2	20
Green Bay	Philadelphia	2	15
Philadelphia	Green Bay	7	50
Pittsburgh	Baltimore	9	93
Baltimore	Pittsburgh	6	74
Atlanta	Green Bay	7	32
Green Bay	Atlanta	6	65
N.Y. Jets	New England	3	35
New England	N.Y. Jets	6	44
Seattle	Chicago	3	20
Chicago	Seattle	8	71
Pittsburgh	N.Y. Jets	4	25
N.Y. Jets	Pittsburgh	6	50
Chicago	Green Bay	9	89
Green Bay	Chicago	6	40
Pittsburgh	Green Bay	6	55
Green Bay	Pittsburgh	7	67
Green Bay	New Orleans	6	48
New Orleans	Green Bay	3	15
Pittsburgh	Baltimore	6	53
Baltimore	Pittsburgh	7	75
Cleveland	Cincinnati	11	72
Cincinnati	Cleveland	3	22
Indianapolis	Houston	6	60
Houston	Indianapolis	4	30
Tennessee	Jacksonville	7	60
Jacksonville	Tennessee	5	39
Kansas City	Buffalo	1	3
Buffalo	Kansas City	5	30
Atlanta	Chicago	9	65
Chicago	Atlanta	8	56
Tampa Bay	Detroit	6	39
Detroit	Tampa Bay	8	68
Philadelphia	St. Louis	8	91
St. Louis	Philadelphia	9	60
N.Y. Giants	Washington	8	63
Washington	N.Y. Giants	3	25
Carolina	Arizona	10	74
Arizona	Carolina	6	61
San Francisco	Seattle	9	102
Seattle	San Francisco	11	72
Minnesota	San Diego	9	78
San Diego	Minnesota	4	26
Dallas	N.Y. Jets	7	40
Miami	New England	8	60
New England	Miami	7	50
Oakland	Denver	15	131
Denver	Oakland	10	91
Kansas City	Detroit	8	70
Detroit	Kansas City	4	35
Buffalo	Oakland	3	26
Oakland	Buffalo	8	85
Baltimore	Tennessee	7	44
Tennessee	Baltimore	6	70
N.Y. Jets	Jacksonville	7	60
Jacksonville	N.Y. Jets	4	50
Cleveland	Indianapolis	3	49
Indianapolis	Cleveland	4	21
Arizona	Washington	10	97
Washington	Arizona	3	15
Minnesota	Tampa Bay	8	65
Tampa Bay	Minnesota	6	53
Green Bay	Carolina	7	57
Carolina	Green Bay	6	50
Chicago	New Orleans	6	47
New Orleans	Chicago	7	41
Seattle	Pittsburgh	6	66
Pittsburgh	Seattle	4	48
San Francisco	Dallas	5	25
Dallas	San Francisco	8	83
San Diego	New England	6	44
New England	San Diego	8	80
Denver	Cincinnati	7	55
Cincinnati	Denver	7	69
Miami	Houston	3	20
Houston	Miami	4	76
Philadelphia	Atlanta	4	20
Atlanta	Philadelphia	7	57
St. Louis	N.Y. Giants	8	85
N.Y. Giants	St. Louis	5	55
Jacksonville	Carolina	8	60
Carolina	Jacksonville	8	69
Houston	New Orleans	7	56
New Orleans	Houston	4	26
New England	Buffalo	8	93
Buffalo	New England	9	77
Miami	Cleveland	10	93
Cleveland	Miami	8	85
Tennessee	Denver	11	80
Denver	Tennessee	1	15
N.Y. Giants	Philadelphia	4	21
Philadelphia	N.Y. Giants	7	36
Detroit	Minnesota	7	65
Minnesota	Detroit	10	79
San Francisco	Cincinnati	12	70
Cincinnati	San Francisco	6	40
N.Y. Jets	Oakland	7	61
Oakland	N.Y. Jets	7	55
San Diego	Kansas City	4	40
Kansas City	San Diego	7	65
Baltimore	St. Louis	5	32
St. Louis	Baltimore	7	102
Chicago	Green Bay	10	70
Green Bay	Chicago	7	35
Seattle	Arizona	8	39
Arizona	Seattle	2	20
Tampa Bay	Atlanta	9	66
Atlanta	Tampa Bay	7	50
Indianapolis	Pittsburgh	3	21
Pittsburgh	Indianapolis	4	38
Washington	Dallas	4	35
Dallas	Washington	6	55
Cincinnati	Buffalo	3	15
Buffalo	Cincinnati	4	26
Tennessee	Cleveland	5	45
Cleveland	Tennessee	5	40
Houston	Pittsburgh	9	64
Pittsburgh	Houston	5	45
Dallas	Detroit	7	33
Detroit	Dallas	10	75
San Francisco	Philadelphia	5	40
Philadelphia	San Francisco	5	55
Carolina	Chicago	8	52
Chicago	Carolina	5	45
St. Louis	Washington	9	65
Washington	St. Louis	10	96
New Orleans	Jacksonville	6	50
Jacksonville	New Orleans	2	15
Minnesota	Kansas City	6	45
Kansas City	Minnesota	6	57
N.Y. Giants	Arizona	7	55
Arizona	N.Y. Giants	11	118
Seattle	Atlanta	6	40
Atlanta	Seattle	4	35
Green Bay	Denver	3	27
Denver	Green Bay	3	24
Oakland	New England	9	85
New England	Oakland	5	45
San Diego	Miami	8	80
Miami	San Diego	2	41
Baltimore	N.Y. Jets	7	46
N.Y. Jets	Baltimore	9	69
Tampa Bay	Indianapolis	14	106
Indianapolis	Tampa Bay	6	50
Tennessee	Pittsburgh	9	70
Pittsburgh	Tennessee	5	51
Oakland	Houston	11	89
Houston	Oakland	6	50
Indianapolis	Kansas City	4	40
Kansas City	Indianapolis	5	39
Cincinnati	Jacksonville	4	33
Jacksonville	Cincinnati	2	15
N.Y. Giants	Seattle	7	52
Seattle	N.Y. Giants	10	70
Arizona	Minnesota	6	64
Minnesota	Arizona	5	35
Carolina	New Orleans	7	65
New Orleans	Carolina	9	82
Buffalo	Philadelphia	4	40
Philadelphia	Buffalo	5	46
Tampa Bay	San Francisco	9	96
San Francisco	Tampa Bay	3	30
N.Y. Jets	New England	8	89
New England	N.Y. Jets	6	50
San Diego	Denver	0	0
Denver	San Diego	4	53
Atlanta	Green Bay	5	44
Green Bay	Atlanta	6	55
Chicago	Detroit	14	104
Detroit	Chicago	12	94
N.Y. Giants	Buffalo	7	79
Buffalo	N.Y. Giants	7	75
Cincinnati	Indianapolis	11	111
Indianapolis	Cincinnati	2	11
Jacksonville	Pittsburgh	4	22
Pittsburgh	Jacksonville	8	65
Philadelphia	Washington	8	60
Washington	Philadelphia	9	75
San Francisco	Detroit	15	120
Detroit	San Francisco	6	54
St. Louis	Green Bay	7	45
Green Bay	St. Louis	3	16
Carolina	Atlanta	7	85
Atlanta	Carolina	4	57
Oakland	Cleveland	5	35
Cleveland	Oakland	5	34
Baltimore	Houston	5	25
Houston	Baltimore	5	15
New Orleans	Tampa Bay	7	53
Tampa Bay	New Orleans	7	64
Dallas	New England	10	77
New England	Dallas	5	35
Chicago	Minnesota	3	15
Minnesota	Chicago	5	40
N.Y. Jets	Miami	6	49
Miami	N.Y. Jets	2	10
Denver	Miami	5	30
Miami	Denver	2	20
San Diego	N.Y. Jets	13	95
N.Y. Jets	San Diego	8	60
Tennessee	Houston	8	76
Houston	Tennessee	6	68
Atlanta	Detroit	11	80
Detroit	Atlanta	10	84
Carolina	Washington	13	105
Washington	Carolina	3	26
Tampa Bay	Chicago	8	69
Chicago	Tampa Bay	7	54
Seattle	Cleveland	8	68
Cleveland	Seattle	7	48
Arizona	Pittsburgh	9	67
Pittsburgh	Arizona	9	69
Kansas City	Oakland	10	98
Oakland	Kansas City	14	120
Green Bay	Minnesota	6	44
Minnesota	Green Bay	9	91
St. Louis	Dallas	4	16
Dallas	St. Louis	6	30
Indianapolis	New Orleans	7	49
New Orleans	Indianapolis	1	10
Jacksonville	Baltimore	6	90
Baltimore	Jacksonville	10	85
N.Y. Giants	Miami	7	46
Miami	N.Y. Giants	4	30
Jacksonville	Houston	5	39
Houston	Jacksonville	7	60
Indianapolis	Tennessee	10	66
Tennessee	Indianapolis	3	40
Carolina	Minnesota	6	60
Minnesota	Carolina	4	43
St. Louis	New Orleans	9	64
New Orleans	St. Louis	5	32
Baltimore	Arizona	11	99
Arizona	Baltimore	12	92
Denver	Detroit	5	55
Detroit	Denver	4	45
Washington	Buffalo	3	54
Buffalo	Washington	6	35
Pittsburgh	New England	8	50
New England	Pittsburgh	6	37
Cleveland	San Francisco	5	39
San Francisco	Cleveland	5	40
Cincinnati	Seattle	7	65
Seattle	Cincinnati	11	80
Dallas	Philadelphia	3	20
Philadelphia	Dallas	6	33
San Diego	Kansas City	12	105
Kansas City	San Diego	9	53
N.Y. Jets	Buffalo	9	60
Buffalo	N.Y. Jets	6	84
Cleveland	Houston	4	35
Houston	Cleveland	2	15
Kansas City	Miami	8	70
Miami	Kansas City	7	49
Dallas	Seattle	7	82
Seattle	Dallas	10	88
San Francisco	Washington	9	55
Washington	San Francisco	3	35
New Orleans	Tampa Bay	8	63
Tampa Bay	New Orleans	9	80
Indianapolis	Atlanta	6	32
Atlanta	Indianapolis	1	10
Oakland	Denver	15	130
Denver	Oakland	11	93
Tennessee	Cincinnati	7	100
Cincinnati	Tennessee	9	87
New England	N.Y. Giants	7	81
N.Y. Giants	New England	6	50
Green Bay	San Diego	5	33
San Diego	Green Bay	8	64
St. Louis	Arizona	9	71
Arizona	St. Louis	6	45
Baltimore	Pittsburgh	3	20
Pittsburgh	Baltimore	6	69
Chicago	Philadelphia	6	53
Philadelphia	Chicago	6	44
San Diego	Oakland	6	31
Oakland	San Diego	7	45
Dallas	Buffalo	8	74
Buffalo	Dallas	3	12
Tennessee	Carolina	9	92
Carolina	Tennessee	12	99
Houston	Tampa Bay	8	54
Tampa Bay	Houston	6	49
Pittsburgh	Cincinnati	4	31
Cincinnati	Pittsburgh	4	35
Jacksonville	Indianapolis	5	55
Indianapolis	Jacksonville	6	40
Kansas City	Denver	4	40
Denver	Kansas City	8	65
Philadelphia	Arizona	11	97
Arizona	Philadelphia	7	66
Detroit	Chicago	4	53
Chicago	Detroit	4	37
Atlanta	New Orleans	10	85
New Orleans	Atlanta	8	79
Washington	Miami	6	51
Miami	Washington	6	55
St. Louis	Cleveland	7	55
Cleveland	St. Louis	6	60
Baltimore	Seattle	4	34
Seattle	Baltimore	13	100
San Francisco	N.Y. Giants	5	35
N.Y. Giants	San Francisco	6	45
New England	N.Y. Jets	9	80
N.Y. Jets	New England	5	56
Minnesota	Green Bay	10	80
Green Bay	Minnesota	1	5
N.Y. Jets	Denver	2	15
Denver	N.Y. Jets	6	51
Minnesota	Oakland	9	50
Oakland	Minnesota	12	117
Tennessee	Atlanta	10	86
Atlanta	Tennessee	5	55
Miami	Buffalo	4	50
Buffalo	Miami	3	27
Jacksonville	Cleveland	9	81
Cleveland	Jacksonville	9	70
Cincinnati	Baltimore	6	43
Baltimore	Cincinnati	6	69
Dallas	Washington	9	48
Washington	Dallas	6	59
Carolina	Detroit	7	70
Detroit	Carolina	8	56
Green Bay	Tampa Bay	5	37
Tampa Bay	Green Bay	9	55
San Francisco	Arizona	7	87
Arizona	San Francisco	6	75
Seattle	St. Louis	13	100
St. Louis	Seattle	5	50
Chicago	San Diego	6	61
San Diego	Chicago	3	20
Philadelphia	N.Y. Giants	5	30
N.Y. Giants	Philadelphia	5	39
New England	Kansas City	3	20
Kansas City	New England	5	34
Detroit	Green Bay	11	82
Green Bay	Detroit	7	54
Miami	Dallas	6	55
Dallas	Miami	11	69
San Francisco	Baltimore	7	97
Baltimore	San Francisco	3	20
N.Y. Jets	Buffalo	4	40
Buffalo	N.Y. Jets	9	85
Cincinnati	Cleveland	5	35
Cleveland	Cincinnati	3	15
Houston	Jacksonville	7	80
Jacksonville	Houston	4	30
Atlanta	Minnesota	4	30
Minnesota	Atlanta	6	49
St. Louis	Arizona	8	49
Arizona	St. Louis	4	30
Carolina	Indianapolis	6	92
Indianapolis	Carolina	2	15
Tennessee	Tampa Bay	5	50
Tampa Bay	Tennessee	4	30
Washington	Seattle	10	115
Seattle	Washington	9	91
Chicago	Oakland	7	61
Oakland	Chicago	6	44
Philadelphia	New England	10	60
New England	Philadelphia	3	20
San Diego	Denver	4	30
Denver	San Diego	9	63
Pittsburgh	Kansas City	6	50
Kansas City	Pittsburgh	4	20
New Orleans	N.Y. Giants	11	104
N.Y. Giants	New Orleans	4	32
Seattle	Philadelphia	5	30
Philadelphia	Seattle	5	28
Washington	N.Y. Jets	6	50
N.Y. Jets	Washington	6	40
Chicago	Kansas City	5	35
Kansas City	Chicago	8	60
Buffalo	Tennessee	2	15
Tennessee	Buffalo	3	20
Miami	Oakland	8	79
Oakland	Miami	10	91
Cleveland	Baltimore	3	37
Baltimore	Cleveland	4	18
Cincinnati	Pittsburgh	10	109
Pittsburgh	Cincinnati	4	29
Detroit	New Orleans	11	107
New Orleans	Detroit	3	30
Tampa Bay	Carolina	9	73
Carolina	Tampa Bay	2	20
Atlanta	Houston	7	43
Houston	Atlanta	5	35
Denver	Minnesota	8	73
Minnesota	Denver	6	54
Green Bay	N.Y. Giants	4	30
N.Y. Giants	Green Bay	6	55
Dallas	Arizona	7	49
Arizona	Dallas	6	41
St. Louis	San Francisco	5	35
San Francisco	St. Louis	8	72
Indianapolis	New England	5	29
New England	Indianapolis	3	20
Jacksonville	San Diego	3	26
San Diego	Jacksonville	6	55
Cleveland	Pittsburgh	6	54
Pittsburgh	Cleveland	12	97
Washington	New England	8	73
New England	Washington	4	47
Oakland	Green Bay	11	89
Green Bay	Oakland	5	35
Kansas City	N.Y. Jets	11	128
N.Y. Jets	Kansas City	4	22
Cincinnati	Houston	3	27
Houston	Cincinnati	5	50
Baltimore	Indianapolis	5	40
Indianapolis	Baltimore	3	15
Minnesota	Detroit	4	32
Detroit	Minnesota	10	76
Atlanta	Carolina	5	50
Carolina	Atlanta	5	50
Philadelphia	Miami	7	69
Miami	Philadelphia	7	81
Jacksonville	Tampa Bay	8	80
Tampa Bay	Jacksonville	12	97
New Orleans	Tennessee	11	95
Tennessee	New Orleans	8	54
San Francisco	Arizona	5	35
Arizona	San Francisco	4	45
Chicago	Denver	8	69
Denver	Chicago	4	28
Buffalo	San Diego	1	5
San Diego	Buffalo	5	50
Dallas	N.Y. Giants	10	51
N.Y. Giants	Dallas	6	55
St. Louis	Seattle	5	30
Seattle	St. Louis	9	61
Atlanta	Jacksonville	4	31
Jacksonville	Atlanta	5	40
Tampa Bay	Dallas	6	46
Dallas	Tampa Bay	2	15
St. Louis	Cincinnati	10	109
Cincinnati	St. Louis	11	101
Buffalo	Miami	11	92
Miami	Buffalo	5	62
Tennessee	Indianapolis	7	70
Indianapolis	Tennessee	4	25
N.Y. Giants	Washington	8	75
Washington	N.Y. Giants	2	48
Chicago	Seattle	5	45
Seattle	Chicago	5	31
Minnesota	New Orleans	8	84
New Orleans	Minnesota	6	65
Carolina	Houston	7	40
Houston	Carolina	6	60
Kansas City	Green Bay	7	55
Green Bay	Kansas City	5	35
Detroit	Oakland	9	72
Oakland	Detroit	10	86
Philadelphia	N.Y. Jets	7	62
N.Y. Jets	Philadelphia	11	93
Arizona	Cleveland	2	13
Cleveland	Arizona	9	74
Denver	New England	7	39
New England	Denver	4	30
Baltimore	San Diego	3	25
San Diego	Baltimore	3	35
San Francisco	Pittsburgh	7	49
Pittsburgh	San Francisco	9	72
Houston	Indianapolis	11	84
Indianapolis	Houston	4	35
Buffalo	Denver	8	69
Denver	Buffalo	7	58
Miami	New England	6	39
New England	Miami	5	50
Cleveland	Baltimore	6	95
Baltimore	Cleveland	5	51
Jacksonville	Tennessee	6	28
Oakland	Kansas City	15	92
Kansas City	Oakland	11	88
N.Y. Giants	N.Y. Jets	5	45
N.Y. Jets	N.Y. Giants	10	95
Washington	Minnesota	8	64
Minnesota	Washington	4	40
Tampa Bay	Carolina	7	64
Carolina	Tampa Bay	8	77
Cincinnati	Arizona	6	47
Arizona	Cincinnati	6	87
Pittsburgh	St. Louis	7	50
St. Louis	Pittsburgh	4	21
Detroit	San Diego	3	8
San Diego	Detroit	1	10
Dallas	Philadelphia	6	47
Philadelphia	Dallas	5	47
Seattle	San Francisco	6	51
San Francisco	Seattle	6	77
Chicago	Green Bay	6	28
Green Bay	Chicago	0	0
New Orleans	Atlanta	4	46
Atlanta	New Orleans	7	57
N.Y. Jets	Miami	6	40
Miami	N.Y. Jets	5	35
New England	Buffalo	4	77
Buffalo	New England	5	45
Baltimore	Cincinnati	7	59
Cincinnati	Baltimore	4	35
Cleveland	Pittsburgh	5	40
Pittsburgh	Cleveland	4	37
Tennessee	Houston	6	47
Houston	Tennessee	7	55
Indianapolis	Jacksonville	4	40
Jacksonville	Indianapolis	1	10
N.Y. Giants	Dallas	3	28
Dallas	N.Y. Giants	7	43
Washington	Philadelphia	6	71
Philadelphia	Washington	8	75
Detroit	Green Bay	11	101
Green Bay	Detroit	6	78
Minnesota	Chicago	5	38
Chicago	Minnesota	4	20
Tampa Bay	Atlanta	2	20
Atlanta	Tampa Bay	3	20
Carolina	New Orleans	1	5
New Orleans	Carolina	6	60
St. Louis	San Francisco	6	50
San Francisco	St. Louis	5	80
Denver	Kansas City	6	49
Kansas City	Denver	6	36
Oakland	San Diego	8	64
San Diego	Oakland	8	68
Seattle	Arizona	7	55
Arizona	Seattle	9	76
Houston	Cincinnati	5	87
Cincinnati	Houston	3	25
Detroit	New Orleans	7	64
New Orleans	Detroit	3	18
Denver	Pittsburgh	5	30
Pittsburgh	Denver	6	61
N.Y. Giants	Atlanta	7	73
Atlanta	N.Y. Giants	3	15
New England	Denver	2	20
Denver	New England	5	55
San Francisco	New Orleans	3	33
New Orleans	San Francisco	0	0
Houston	Baltimore	3	20
N.Y. Giants	Green Bay	3	30
Green Bay	N.Y. Giants	3	20
Baltimore	New England	6	33
New England	Baltimore	1	5
San Francisco	N.Y. Giants	6	50
N.Y. Giants	San Francisco	9	60
New England	N.Y. Giants	5	28
N.Y. Giants	New England	4	24
N.Y. Giants	Dallas	4	33
Dallas	N.Y. Giants	13	86
Chicago	Indianapolis	7	48
Indianapolis	Chicago	3	19
Minnesota	Jacksonville	5	40
Jacksonville	Minnesota	4	25
Buffalo	N.Y. Jets	6	34
N.Y. Jets	Buffalo	5	34
Miami	Houston	7	78
Houston	Miami	4	35
New England	Tennessee	3	20
Tennessee	New England	3	30
St. Louis	Detroit	7	65
Detroit	St. Louis	3	27
Washington	New Orleans	12	127
New Orleans	Washington	12	107
Philadelphia	Cleveland	12	110
Cleveland	Philadelphia	3	35
Atlanta	Kansas City	2	12
Kansas City	Atlanta	2	25
San Francisco	Green Bay	8	66
Green Bay	San Francisco	10	77
Arizona	Seattle	10	102
Seattle	Arizona	13	90
Carolina	Tampa Bay	6	65
Tampa Bay	Carolina	4	35
Denver	Pittsburgh	6	49
Pittsburgh	Denver	8	52
Baltimore	Cincinnati	6	50
Cincinnati	Baltimore	3	41
San Diego	Oakland	9	78
Oakland	San Diego	6	35
Green Bay	Chicago	4	54
Chicago	Green Bay	8	65
Tampa Bay	N.Y. Giants	5	33
N.Y. Giants	Tampa Bay	7	53
Carolina	New Orleans	4	34
New Orleans	Carolina	2	23
New England	Arizona	8	60
Arizona	New England	5	39
Minnesota	Indianapolis	11	105
Indianapolis	Minnesota	7	51
Philadelphia	Baltimore	7	58
Baltimore	Philadelphia	6	45
Kansas City	Buffalo	4	33
Buffalo	Kansas City	5	50
Cleveland	Cincinnati	10	103
Cincinnati	Cleveland	6	54
Houston	Jacksonville	10	64
Jacksonville	Houston	8	71
Dallas	Seattle	5	47
Seattle	Dallas	5	35
Washington	St. Louis	11	96
St. Louis	Washington	7	60
N.Y. Jets	Pittsburgh	7	63
Pittsburgh	N.Y. Jets	10	107
Tennessee	San Diego	8	59
San Diego	Tennessee	4	41
Oakland	Miami	5	42
Miami	Oakland	3	21
San Francisco	Detroit	5	62
Detroit	San Francisco	8	67
Atlanta	Denver	8	72
Denver	Atlanta	10	96
Carolina	N.Y. Giants	3	22
N.Y. Giants	Carolina	5	38
Dallas	Tampa Bay	13	105
Tampa Bay	Dallas	10	69
Chicago	St. Louis	6	45
St. Louis	Chicago	4	40
San Francisco	Minnesota	6	60
Minnesota	San Francisco	1	10
Tennessee	Detroit	6	32
Detroit	Tennessee	10	91
Cincinnati	Washington	8	80
Washington	Cincinnati	6	60
Kansas City	New Orleans	6	40
New Orleans	Kansas City	4	45
Miami	N.Y. Jets	11	65
N.Y. Jets	Miami	9	108
Buffalo	Cleveland	10	75
Cleveland	Buffalo	6	57
Indianapolis	Jacksonville	11	106
Jacksonville	Indianapolis	6	67
Arizona	Philadelphia	5	45
Philadelphia	Arizona	5	65
Atlanta	San Diego	2	15
San Diego	Atlanta	4	17
Houston	Denver	9	69
Denver	Houston	7	75
Pittsburgh	Oakland	10	81
Oakland	Pittsburgh	3	25
New England	Baltimore	10	83
Baltimore	New England	14	135
Seattle	Green Bay	14	118
Green Bay	Seattle	10	127
Cleveland	Baltimore	7	66
Baltimore	Cleveland	11	100
Buffalo	New England	3	17
New England	Buffalo	1	10
Tennessee	Houston	7	73
Houston	Tennessee	1	3
Kansas City	San Diego	9	80
San Diego	Kansas City	7	75
Minnesota	Detroit	5	87
Detroit	Minnesota	5	72
Carolina	Atlanta	9	64
Atlanta	Carolina	2	15
St. Louis	Seattle	6	37
Seattle	St. Louis	5	55
N.Y. Jets	San Francisco	4	30
San Francisco	N.Y. Jets	8	67
Miami	Arizona	4	40
Arizona	Miami	6	62
Denver	Oakland	4	30
Oakland	Denver	5	41
Cincinnati	Jacksonville	6	50
Jacksonville	Cincinnati	3	37
Green Bay	New Orleans	7	43
New Orleans	Green Bay	10	72
Tampa Bay	Washington	10	107
Washington	Tampa Bay	8	73
N.Y. Giants	Philadelphia	7	55
Philadelphia	N.Y. Giants	5	49
Chicago	Dallas	4	25
Dallas	Chicago	2	10
Arizona	St. Louis	5	35
St. Louis	Arizona	7	60
Atlanta	Washington	2	13
Washington	Atlanta	4	20
